,xc,yb,surf,airfoil,alpha,M,Re,chord,taper ratio,span,le sweep,cp,source,std,case
4421,0.78,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.005767013,NACA-TM-1107+1126/sweep,0,32
4422,0.95,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.019607843,NACA-TM-1107+1126/sweep,0,32
4423,0.95,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.029996922,NACA-TM-1107+1126/sweep,0,32
4424,0.78,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.041381587,NACA-TM-1107+1126/sweep,0,32
4425,0.6,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.17761189,NACA-TM-1107+1126/sweep,0,32
4426,0.4,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.452549683,NACA-TM-1107+1126/sweep,0,32
4427,0.2,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.930334754,NACA-TM-1107+1126/sweep,0,32
4428,0.1,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-1.471458609,NACA-TM-1107+1126/sweep,0,32
4429,0.05,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-2.921071271,NACA-TM-1107+1126/sweep,0,32
4430,0.01,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.391027994,NACA-TM-1107+1126/sweep,0,32
4431,0.03,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.622132974,NACA-TM-1107+1126/sweep,0,32
4432,0.1,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.456992298,NACA-TM-1107+1126/sweep,0,32
4433,0.2,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.246075628,NACA-TM-1107+1126/sweep,0,32
4434,0.4,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.050467068,NACA-TM-1107+1126/sweep,0,32
4435,0.6,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.01152929,NACA-TM-1107+1126/sweep,0,32
4436,0.78,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.004750409,NACA-TM-1107+1126/sweep,0,32
4437,0.95,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.006819674,NACA-TM-1107+1126/sweep,0,32
4438,0.95,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.006087931,NACA-TM-1107+1126/sweep,0,32
4439,0.78,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.077792914,NACA-TM-1107+1126/sweep,0,32
4440,0.6,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.167950557,NACA-TM-1107+1126/sweep,0,32
4441,0.4,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.401212764,NACA-TM-1107+1126/sweep,0,32
4442,0.2,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.83784001,NACA-TM-1107+1126/sweep,0,32
4443,0.1,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-1.337508489,NACA-TM-1107+1126/sweep,0,32
4444,0.05,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-2.140970774,NACA-TM-1107+1126/sweep,0,32
4445,0.03,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-2.602480179,NACA-TM-1107+1126/sweep,0,32
4446,0.0,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-1.800175204,NACA-TM-1107+1126/sweep,0,32
4447,0.01,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.423756193,NACA-TM-1107+1126/sweep,0,32
4448,0.03,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.636154678,NACA-TM-1107+1126/sweep,0,32
4449,0.05,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.558213082,NACA-TM-1107+1126/sweep,0,32
4450,0.1,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.342021193,NACA-TM-1107+1126/sweep,0,32
4451,0.2,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.131165789,NACA-TM-1107+1126/sweep,0,32
4452,0.4,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.02302966,NACA-TM-1107+1126/sweep,0,32
4453,0.6,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.038685489,NACA-TM-1107+1126/sweep,0,32
4454,0.78,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.031468377,NACA-TM-1107+1126/sweep,0,32
4455,0.95,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.038380088,NACA-TM-1107+1126/sweep,0,32
4456,0.95,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.593420377,NACA-TM-1107+1126/sweep,0,32
4457,0.865,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.820828177,NACA-TM-1107+1126/sweep,0,32
4458,0.78,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.678830888,NACA-TM-1107+1126/sweep,0,32
4459,0.69,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.375525082,NACA-TM-1107+1126/sweep,0,32
4460,0.6,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.270735999,NACA-TM-1107+1126/sweep,0,32
4461,0.5,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.322793814,NACA-TM-1107+1126/sweep,0,32
4462,0.4,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.407345674,NACA-TM-1107+1126/sweep,0,32
4463,0.2,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.709877011,NACA-TM-1107+1126/sweep,0,32
4464,0.1,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-1.131137881,NACA-TM-1107+1126/sweep,0,32
4465,0.05,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-1.842471231,NACA-TM-1107+1126/sweep,0,32
4466,0.03,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-2.087068886,NACA-TM-1107+1126/sweep,0,32
4467,0.01,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-2.645612883,NACA-TM-1107+1126/sweep,0,32
4468,0.0,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-1.224916029,NACA-TM-1107+1126/sweep,0,32
4469,0.01,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.380862187,NACA-TM-1107+1126/sweep,0,32
4470,0.03,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.445698748,NACA-TM-1107+1126/sweep,0,32
4471,0.05,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.34456314,NACA-TM-1107+1126/sweep,0,32
4472,0.1,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,0.128199948,NACA-TM-1107+1126/sweep,0,32
4473,0.2,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.087102558,NACA-TM-1107+1126/sweep,0,32
4474,0.4,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.158185384,NACA-TM-1107+1126/sweep,0,32
4475,0.5,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.170711586,NACA-TM-1107+1126/sweep,0,32
4476,0.6,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.169145811,NACA-TM-1107+1126/sweep,0,32
4477,0.69,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.17264776,NACA-TM-1107+1126/sweep,0,32
4478,0.78,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.166721385,NACA-TM-1107+1126/sweep,0,32
4479,0.865,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.142594978,NACA-TM-1107+1126/sweep,0,32
4480,0.95,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,35.0,-0.136820129,NACA-TM-1107+1126/sweep,0,32
4481,0.95,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.060061063,NACA-TM-1107+1126/taper,0,33
4482,0.78,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.117975384,NACA-TM-1107+1126/taper,0,33
4483,0.6,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.304407976,NACA-TM-1107+1126/taper,0,33
4484,0.4,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.570842477,NACA-TM-1107+1126/taper,0,33
4485,0.2,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.032725885,NACA-TM-1107+1126/taper,0,33
4486,0.1,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.539833985,NACA-TM-1107+1126/taper,0,33
4487,0.05,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.069220494,NACA-TM-1107+1126/taper,0,33
4488,0.0175,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-3.571462647,NACA-TM-1107+1126/taper,0,33
4489,0.0,0.14,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.097652896,NACA-TM-1107+1126/taper,0,33
4490,0.0175,0.14,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,1.005963171,NACA-TM-1107+1126/taper,0,33
4491,0.05,0.14,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.779887415,NACA-TM-1107+1126/taper,0,33
4492,0.1,0.14,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.532344242,NACA-TM-1107+1126/taper,0,33
4493,0.2,0.14,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.244919378,NACA-TM-1107+1126/taper,0,33
4494,0.4,0.14,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.091451197,NACA-TM-1107+1126/taper,0,33
4495,0.6,0.14,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.03525427,NACA-TM-1107+1126/taper,0,33
4496,0.78,0.14,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.051569507,NACA-TM-1107+1126/taper,0,33
4497,0.95,0.14,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.110962694,NACA-TM-1107+1126/taper,0,33
4498,0.95,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.051321032,NACA-TM-1107+1126/taper,0,33
4499,0.78,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.12563215,NACA-TM-1107+1126/taper,0,33
4500,0.6,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.336376812,NACA-TM-1107+1126/taper,0,33
4501,0.4,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.627708659,NACA-TM-1107+1126/taper,0,33
4502,0.2,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.148294248,NACA-TM-1107+1126/taper,0,33
4503,0.1,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.665484733,NACA-TM-1107+1126/taper,0,33
4504,0.05,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.183082985,NACA-TM-1107+1126/taper,0,33
4505,0.0175,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-3.855761261,NACA-TM-1107+1126/taper,0,33
4506,0.0,0.36,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.216661717,NACA-TM-1107+1126/taper,0,33
4507,0.0175,0.36,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.997686365,NACA-TM-1107+1126/taper,0,33
4508,0.05,0.36,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.789308525,NACA-TM-1107+1126/taper,0,33
4509,0.1,0.36,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.529871154,NACA-TM-1107+1126/taper,0,33
4510,0.2,0.36,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.248742349,NACA-TM-1107+1126/taper,0,33
4511,0.4,0.36,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.077231971,NACA-TM-1107+1126/taper,0,33
4512,0.6,0.36,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.037261933,NACA-TM-1107+1126/taper,0,33
4513,0.78,0.36,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.044264889,NACA-TM-1107+1126/taper,0,33
4514,0.95,0.36,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.10223873,NACA-TM-1107+1126/taper,0,33
4515,0.95,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.029596938,NACA-TM-1107+1126/taper,0,33
4516,0.78,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.138885984,NACA-TM-1107+1126/taper,0,33
4517,0.6,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.353866427,NACA-TM-1107+1126/taper,0,33
4518,0.4,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.645108662,NACA-TM-1107+1126/taper,0,33
4519,0.2,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.11048129,NACA-TM-1107+1126/taper,0,33
4520,0.1,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.657365768,NACA-TM-1107+1126/taper,0,33
4521,0.05,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.149595264,NACA-TM-1107+1126/taper,0,33
4522,0.0175,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-3.818025895,NACA-TM-1107+1126/taper,0,33
4523,0.0,0.58,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.200108766,NACA-TM-1107+1126/taper,0,33
4524,0.0175,0.58,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.988746889,NACA-TM-1107+1126/taper,0,33
4525,0.05,0.58,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.805873371,NACA-TM-1107+1126/taper,0,33
4526,0.1,0.58,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.520843356,NACA-TM-1107+1126/taper,0,33
4527,0.2,0.58,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.269572675,NACA-TM-1107+1126/taper,0,33
4528,0.4,0.58,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.05551256,NACA-TM-1107+1126/taper,0,33
4529,0.6,0.58,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.015980255,NACA-TM-1107+1126/taper,0,33
4530,0.78,0.58,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.02246439,NACA-TM-1107+1126/taper,0,33
4531,0.95,0.58,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.059340292,NACA-TM-1107+1126/taper,0,33
4532,0.95,0.8,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.02925792,NACA-TM-1107+1126/taper,0,33
4533,0.78,0.8,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.132293171,NACA-TM-1107+1126/taper,0,33
4534,0.4,0.8,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.56031474,NACA-TM-1107+1126/taper,0,33
4535,0.2,0.8,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.008954126,NACA-TM-1107+1126/taper,0,33
4536,0.1,0.8,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.462994698,NACA-TM-1107+1126/taper,0,33
4537,0.05,0.8,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.092313628,NACA-TM-1107+1126/taper,0,33
4538,0.0175,0.8,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-3.111863768,NACA-TM-1107+1126/taper,0,33
4539,0.0,0.8,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.640013638,NACA-TM-1107+1126/taper,0,33
4540,0.0175,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,1.033950313,NACA-TM-1107+1126/taper,0,33
4541,0.05,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.763747454,NACA-TM-1107+1126/taper,0,33
4542,0.1,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.493472819,NACA-TM-1107+1126/taper,0,33
4543,0.2,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.222300977,NACA-TM-1107+1126/taper,0,33
4544,0.4,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.051867536,NACA-TM-1107+1126/taper,0,33
4545,0.6,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.023461963,NACA-TM-1107+1126/taper,0,33
4546,0.78,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.046340741,NACA-TM-1107+1126/taper,0,33
4547,0.95,0.8,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.102147016,NACA-TM-1107+1126/taper,0,33
4548,0.95,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.009171241,NACA-TM-1107+1126/taper,0,33
4549,0.78,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.176065178,NACA-TM-1107+1126/taper,0,33
4550,0.6,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.306549831,NACA-TM-1107+1126/taper,0,33
4551,0.4,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.520860511,NACA-TM-1107+1126/taper,0,33
4552,0.2,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.913446723,NACA-TM-1107+1126/taper,0,33
4553,0.1,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.408546041,NACA-TM-1107+1126/taper,0,33
4554,0.05,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.115169715,NACA-TM-1107+1126/taper,0,33
4555,0.0175,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-3.00022645,NACA-TM-1107+1126/taper,0,33
4556,0.0,0.9,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.564826347,NACA-TM-1107+1126/taper,0,33
4557,0.0175,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.952425727,NACA-TM-1107+1126/taper,0,33
4558,0.05,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.689989416,NACA-TM-1107+1126/taper,0,33
4559,0.1,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.369237207,NACA-TM-1107+1126/taper,0,33
4560,0.2,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.1320255,NACA-TM-1107+1126/taper,0,33
4561,0.6,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.040598617,NACA-TM-1107+1126/taper,0,33
4562,0.78,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.034002018,NACA-TM-1107+1126/taper,0,33
4563,0.95,0.9,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.049203732,NACA-TM-1107+1126/taper,0,33
4564,0.95,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.098729228,NACA-TM-1107+1126/taper,0,33
4565,0.78,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.223851417,NACA-TM-1107+1126/taper,0,33
4566,0.6,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.298142717,NACA-TM-1107+1126/taper,0,33
4567,0.4,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.474095797,NACA-TM-1107+1126/taper,0,33
4568,0.2,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.806451613,NACA-TM-1107+1126/taper,0,33
4569,0.1,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.213098729,NACA-TM-1107+1126/taper,0,33
4570,0.05,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.93255132,NACA-TM-1107+1126/taper,0,33
4571,0.0,0.95,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-2.616813294,NACA-TM-1107+1126/taper,0,33
4572,0.0175,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.937438905,NACA-TM-1107+1126/taper,0,33
4573,0.05,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.558162268,NACA-TM-1107+1126/taper,0,33
4574,0.1,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.249266862,NACA-TM-1107+1126/taper,0,33
4575,0.2,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.069403715,NACA-TM-1107+1126/taper,0,33
4576,0.4,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.071358749,NACA-TM-1107+1126/taper,0,33
4577,0.6,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.083088954,NACA-TM-1107+1126/taper,0,33
4578,0.78,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.083088954,NACA-TM-1107+1126/taper,0,33
4579,0.95,0.95,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.008797654,NACA-TM-1107+1126/taper,0,33
4580,0.95,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.018834704,NACA-TM-1107+1126/taper,0,33
4581,0.78,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.536851468,NACA-TM-1107+1126/taper,0,33
4582,0.6,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.35793999,NACA-TM-1107+1126/taper,0,33
4583,0.4,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.388150418,NACA-TM-1107+1126/taper,0,33
4584,0.2,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.609995241,NACA-TM-1107+1126/taper,0,33
4585,0.1,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.894237496,NACA-TM-1107+1126/taper,0,33
4586,0.05,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.323310871,NACA-TM-1107+1126/taper,0,33
4587,0.0175,0.99,U,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-1.932939405,NACA-TM-1107+1126/taper,0,33
4588,0.0175,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.821691898,NACA-TM-1107+1126/taper,0,33
4589,0.05,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.424046106,NACA-TM-1107+1126/taper,0,33
4590,0.1,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,0.156292669,NACA-TM-1107+1126/taper,0,33
4591,0.2,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.146602237,NACA-TM-1107+1126/taper,0,33
4592,0.6,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.173837395,NACA-TM-1107+1126/taper,0,33
4593,0.78,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.179351006,NACA-TM-1107+1126/taper,0,33
4594,0.95,0.99,L,NACA0012,12.0,0.15,1000000.0,0.4,0.5,0.75,3.814,-0.16314307,NACA-TM-1107+1126/taper,0,33
4595,0.9,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,0.108139252,NASA-CR-195330/rectangular,0,34
4596,0.8,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,0.028257897,NASA-CR-195330/rectangular,0,34
4597,0.7,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,-0.0152306,NASA-CR-195330/rectangular,0,34
4598,0.6,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,-0.054228222,NASA-CR-195330/rectangular,0,34
4599,0.5,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,-0.061482933,NASA-CR-195330/rectangular,0,34
4600,0.42,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,-0.082778378,NASA-CR-195330/rectangular,0,34
4601,0.38,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,-0.104744188,NASA-CR-195330/rectangular,0,34
4602,0.34,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,-0.090351228,NASA-CR-195330/rectangular,0,34
4603,0.3,0.168,U,NACA0012,-4.0,0.15,1280000.0,0.381,1.0,0.94615,0.0,-0.098753513,NASA-CR-195330/rectangular,0,34
